SYS_RSTn,sout4,sout3,sout2,sout1,sout0,sin4,sin3,sin2,sin1,sin0,m4,m3,m2,m1,m0,mlatch,scan_clk,STM
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,0,1,0,0,0,0,1,1,1,1,1
1,H,L,H,L,H,1,1,1,1,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,1,0,0,0,0,0,1,1,1,1,1
1,L,H,L,H,L,0,0,0,0,0,0,0,0,1,1,1,1,1
